Time (s),Euler Roll (degrees),Euler Pitch (degrees),Euler Yaw (degrees),EKF Position X,EKF Position Y,EKF Position Z
0.0,-6.7874603271484375,2.973360061645508,0.008465328253805637,-0.038129279513988645,-0.08663861470505364,0.7306006294257322
0.020833333333333037,-6.789595127105713,2.972588300704956,0.008322523906826973,-0.03819251246608859,-0.08679031796745144,0.7317914876357667
0.04166666666666696,-6.791730880737305,2.967451572418213,0.008197666145861149,-0.038223545554849636,-0.08694074231889327,0.7329723066261554
0.0625,-6.793601036071777,2.9663422107696533,0.008091862313449383,-0.03828142890551061,-0.08708916242137502,0.7341432128601844
0.08333333333333304,-6.793789863586426,2.967928409576416,0.008086290210485458,-0.03835866081755556,-0.08722563279732934,0.7353129555078247
0.10416666666666696,-6.7940216064453125,2.969536781311035,0.008078301325440407,-0.03843524977366029,-0.08736096707310859,0.7364634856464632
0.125,-6.794450283050537,2.9712252616882324,0.007971621118485928,-0.03851110218189642,-0.08749517938211869,0.7375898792100967
0.14583333333333304,-6.794882297515869,2.9699649810791016,0.007770050782710314,-0.03856510933601449,-0.08762828362432684,0.7387069732407918
0.16666666666666696,-6.795312881469727,2.968669891357422,0.007568361237645149,-0.03861841048404656,-0.08776029347106228,0.7398148824761865
0.1875,-6.795377254486084,2.9671945571899414,0.007387081161141396,-0.038671275193114966,-0.08789122236969707,0.7409353224241169
0.20833333333333304,-6.79094934463501,2.9664595127105713,0.007190832402557135,-0.038730250223974805,-0.08799246874934491,0.7420748553323832
0.22916666666666696,-6.78071928024292,2.9658267498016357,0.007280554156750441,-0.038789308936157875,-0.0880516274491147,0.7432051331836254
0.25,-6.770607948303223,2.9651920795440674,0.007356023415923119,-0.038847889931909706,-0.08811030768857865,0.7443262683194865
0.27083333333333304,-6.760804176330566,2.964557647705078,0.007421140093356371,-0.03890599898658959,-0.08816851525208899,0.7454383712709491
0.29166666666666696,-6.750999450683594,2.9639225006103516,0.0074861496686935425,-0.038963641782846184,-0.08822625583114282,0.7465415507946658
0.3125,-6.7418670654296875,2.9636266231536865,0.007513598073273897,-0.03902082391247036,-0.08828353502623842,0.747603260530468
0.33333333333333304,-6.7351179122924805,2.964096784591675,0.007443030830472708,-0.039083317178785694,-0.08835574774635521,0.7486484137095832
0.35416666666666696,-6.729141712188721,2.9664623737335205,0.007341071497648954,-0.03915843734691703,-0.08843179995584664,0.7496852805676889
0.375,-6.723176956176758,2.9675254821777344,0.007233291864395142,-0.03922400414916177,-0.0885072516257235,0.7507139593046833
0.39583333333333304,-6.716907501220703,2.968438148498535,0.007142314687371254,-0.03928905520165166,-0.08858210984489777,0.7517566229199442
0.41666666666666696,-6.710516929626465,2.969289779663086,0.0070581515319645405,-0.039353596568570785,-0.08865638159116095,0.7528003407527822
0.4375,-6.707486152648926,2.9702937602996826,0.006800651550292969,-0.03941777461495336,-0.08874984733032312,0.753811674499747
0.45833333333333304,-6.7062153816223145,2.971557140350342,0.006469136569648981,-0.03948228172138365,-0.08885289238735082,0.7548025130796403
0.47916666666666696,-6.7049455642700195,2.97282075881958,0.006147425621747971,-0.03954628928225414,-0.08895513948342429,0.7557856787267555
0.5,-6.70396614074707,2.974208116531372,0.005810926668345928,-0.03960980308060454,-0.08905659785621917,0.756742736356349
0.520833333333333,-6.703609466552734,2.9756829738616943,0.005451237317174673,-0.039672828810565976,-0.08915778698021809,0.7576793224067094
0.541666666666667,-6.704620838165283,2.9771523475646973,0.0050041708163917065,-0.03973537207906276,-0.08926907923304739,0.7586087390888494
0.5625,-6.71103572845459,2.9780335426330566,0.003888787468895316,-0.039794519103155686,-0.089414683385782,0.7595315383787438
0.583333333333333,-6.71660852432251,2.9779746532440186,0.0028243486303836107,-0.03985045045201676,-0.08955919711849056,0.7605031652314982
0.604166666666667,-6.7221784591674805,2.9779112339019775,0.0017603635787963867,-0.039905958520386524,-0.08970261715109112,0.7614678771224132
0.625,-6.710291862487793,2.9780001640319824,0.0016063298098742962,-0.039961048097587965,-0.08973332011722869,0.7624253157987292
0.645833333333333,-6.676994323730469,2.979705333709717,0.0025664980057626963,-0.040025071174384357,-0.08962253127783007,0.7633755632461866
0.666666666666667,-6.6439290046691895,2.983379602432251,0.0031128351110965014,-0.04010166133351645,-0.08951257170928724,0.7643187002230949
0.6875,-6.611248016357422,2.9873058795928955,0.002580849453806877,-0.0401800746055211,-0.0894034321335044,0.7652548062832171
0.708333333333333,-6.579020023345947,2.991840362548828,0.0018940771697089076,-0.04026199301095903,-0.0892951034102597,0.7661759959890946
0.729166666666667,-6.537827491760254,2.9965405464172363,0.0016790671506896615,-0.04034330521880238,-0.08912775465432923,0.7670752720847922
0.75,-6.4951558113098145,3.000084161758423,0.001161670428700745,-0.0404169421480507,-0.08894964811010408,0.7679679185251937
0.770833333333333,-6.453060150146484,3.0008697509765625,-0.00028134402236901224,-0.040473311254708884,-0.08877285013188714,0.7688540083949907
0.791666666666667,-6.411423683166504,3.0016539096832275,-0.0017468159785494208,-0.04052926783506665,-0.08859734634695184,0.76973361370873
0.8125,-6.370228290557861,3.0024383068084717,-0.0032357745803892612,-0.04058481640361758,-0.08842312259225601,0.770606805430333
0.833333333333333,-6.329178810119629,3.0029163360595703,-0.004732869565486908,-0.040640605885219554,-0.08825016491063219,0.7715181218652127
0.854166666666667,-6.2395853996276855,3.003401756286621,-0.004147579427808523,-0.04069625063695652,-0.08777067546003323,0.7724407200971346
0.875,-6.12034797668457,3.0039687156677246,-0.002219138666987419,-0.04075149404670587,-0.08710113706092339,0.7733566640793647
