Time (s),Euler Roll (degrees),Euler Pitch (degrees),Euler Yaw (degrees),EKF Position X,EKF Position Y,EKF Position Z
0.0,-6.745609760284424,2.963714838027954,0.00750619824975729,-0.06753672931574363,-0.14410729652524754,1.25633784985871
0.020833333333333037,-6.737719535827637,2.9634225368499756,0.007482579443603754,-0.06745783601534468,-0.14372775091062037,1.2550725415971518
0.041666666666666075,-6.73163366317749,2.965710163116455,0.007384025026112795,-0.06746209242072729,-0.14340783249827116,1.253800515431779
0.0625,-6.725669860839844,2.96708083152771,0.007278224918991327,-0.06743596796172656,-0.14308946459842892,1.2525219342880363
0.08333333333333304,-6.719578266143799,2.9680819511413574,0.007177537772804499,-0.0673994656282836,-0.14277263516467978,1.2512779597488886
0.10416666666666607,-6.713185787200928,2.96893310546875,0.00709332013502717,-0.06736218194032191,-0.14245733258337845,1.2501287463258497
0.125,-6.708015441894531,2.969829559326172,0.006946212612092495,-0.06732413126083964,-0.1421764885434045,1.2489313624735463
0.14583333333333304,-6.706745624542236,2.9710280895233154,0.006603623740375042,-0.06728855223579744,-0.14200130911003875,1.247598688059371
0.16666666666666607,-6.705476760864258,2.972292423248291,0.0062818992882966995,-0.06725340258760312,-0.14182598680658762,1.2462605853279902
0.1875,-6.704281806945801,2.973590850830078,0.005956140346825123,-0.06721747551897819,-0.1416505319666128,1.2448928513800548
0.20833333333333304,-6.70372200012207,2.9750664234161377,0.0056035444140434265,-0.06718078525811351,-0.14147495489243803,1.2433990857642845
0.22916666666666607,-6.704111576080322,2.9765384197235107,0.005201228894293308,-0.06714334584000753,-0.1413298356577814,1.2419020447279239
0.25,-6.70835542678833,2.9778831005096436,0.00435305293649435,-0.06710267089484448,-0.1413034837766598,1.2404018529089844
0.27083333333333304,-6.7142815589904785,2.978001594543457,0.0032690849620848894,-0.06703748503291762,-0.14134071555723782,1.2390521761158462
0.2916666666666661,-6.719851493835449,2.977937936782837,0.0022051134146749973,-0.06697189602344955,-0.14137538526585086,1.2378072297450968
0.3125,-6.724348068237305,2.9778823852539062,0.0011989831691607833,-0.06690591361884446,-0.14138004131812126,1.2365564790862684
0.33333333333333304,-6.690902233123779,2.9781882762908936,0.002165266079828143,-0.06684031143027229,-0.14023262350481244,1.2353000808267713
0.3541666666666661,-6.657651424407959,2.981844902038574,0.0029049490112811327,-0.06687720659293035,-0.13909540084489228,1.2340381902854511
0.375,-6.62483549118042,2.9854848384857178,0.0028635612688958645,-0.06691346837676677,-0.13796909129913276,1.23277096145416
0.39583333333333304,-6.592405319213867,2.9898998737335205,0.002185660880059004,-0.06697709706871627,-0.13685358207717035,1.2314985470372628
0.4166666666666661,-6.555821418762207,2.9945735931396484,0.0017286640359088778,-0.06704038614993356,-0.13560824495598378,1.23012063897058
0.4375,-6.512960910797119,2.999279260635376,0.0016006435034796596,-0.0671018478370773,-0.13417769002663288,1.2287310503196587
0.45833333333333304,-6.470590591430664,3.0005416870117188,0.0003263755061198026,-0.06706272434363181,-0.13276138041773575,1.2273379318582984
0.4791666666666661,-6.428772926330566,3.001326560974121,-0.0011312676360830665,-0.06700933738640687,-0.13135917199081473,1.2259414185226958
0.5,-6.387385845184326,3.0021109580993652,-0.0026113283820450306,-0.06695543718831273,-0.12997092353171605,1.2245416443795616
0.520833333333333,-6.346313953399658,3.0027668476104736,-0.004107621498405933,-0.06690230608847142,-0.12859649667228334,1.2232264488086313
0.5416666666666661,-6.286988258361816,3.003170967102051,-0.004826073069125414,-0.0668516985671834,-0.12668191515974844,1.2221162530290053
0.5625,-6.170069217681885,3.0037331581115723,-0.0030169517267495394,-0.06680056417404764,-0.12303426121079848,1.2209999519635788
0.583333333333333,-6.0514607429504395,3.0042946338653564,-0.0011269691167399287,-0.06674891428573619,-0.11934052513391208,1.2198777093833313
0.6041666666666661,-5.934020042419434,3.0048487186431885,0.0007013120339252055,-0.06669676016542404,-0.11568585664804312,1.2187496876714818
0.625,-5.806296348571777,3.0054283142089844,0.003069282043725252,-0.0666441129655221,-0.11170615641423443,1.2176317642510834
0.645833333333333,-5.625998020172119,3.006147623062134,0.008200561627745628,-0.06659098373029161,-0.10605727313793505,1.2165821622101582
0.6666666666666661,-5.447453022003174,3.006397247314453,0.013208555057644844,-0.06652375253573675,-0.10046855959660167,1.2155262997307374
0.6875,-5.270598888397217,3.006377935409546,0.018676523119211197,-0.06644853019982648,-0.09493944111942478,1.2144643431637066
0.708333333333333,-5.095440864562988,3.006434440612793,0.02452509105205536,-0.06637308416464424,-0.08946935343878061,1.2133964574491316
0.7291666666666661,-4.909728050231934,3.0066123008728027,0.03092176839709282,-0.06629742294644263,-0.08365760096701537,1.2123059336305089
0.75,-4.719264507293701,3.006178140640259,0.037633541971445084,-0.06622155500237145,-0.07760341085736056,1.211584521247424
0.770833333333333,-4.532924652099609,3.00531005859375,0.04636148363351822,-0.06614829640747256,-0.07161400366260655,1.2111788844437406
0.7916666666666661,-4.348522663116455,3.0119669437408447,0.05498906224966049,-0.06631205182196054,-0.06568921241487602,1.2107608356221007
0.8125,-4.173332214355469,3.018616199493408,0.06314599514007568,-0.06647434086169071,-0.06008057903176744,1.2103305967438778
0.833333333333333,-4.009908676147461,3.0221471786499023,0.07069379091262817,-0.06663396225503981,-0.054537264946106584,1.2114834997405604
0.8541666666666661,-3.8484020233154297,3.025564432144165,0.0792795792222023,-0.06679094594762112,-0.04905376812092348,1.2126768473948009
0.875,-3.6698668003082275,3.029025077819824,0.09032675623893738,-0.06694532146257016,-0.0429376907803816,1.2138415778372824
